Name,Comment,Rating,
hipchick62,"Having trouble with severe pain,swelling &amp; fluid in my knee nearly 8 weeks after surgery which unfortunately, causes me to get very depressed. I'm unable to go about my normal day as I rehab my knee. It was a rough week &amp; then the world lost Prince _Ÿ˜”_Ÿ’œ (may  he RIP â˜”ï¸è_Ÿ’œ ) which caused me to go into a full blown tailspin until Trainwreck gave me sweet relief and fast!  It's so tasty - it has a hint of lemon, it's piney, &amp; very pungent but oh my, the trichomes! It's a beautiful strain &amp; as soon as I smoke my cares just melt away. Anxiety level drops, and the pain relief is wonderful. A heady high at first, it also allows my body and mind to relax. One of my favorite strains for sure! âœŒ_Ÿè»ï¸è_Ÿ’_",5,trainwreck
Blackhawks15,"My God, I was crushed, this strain is really, really strong.  After about ten minutes, I it felt like the back of my head was hit by a freight train.  I panicked but I convinced myself that I would have fun with it.  While I'm writing this review, my keyboard feels foreign to me, amazed I can finish this up.  I recommend if you need immediate pain relief from migraines and you enjoy intense psychedelic effects.",5,trainwreck
BlazeGlassDabs,i was using alot of blue dream shatter for my depression and rls and just switched to trainwreck and works wayyyyy better defiantly my new favorite.,5,trainwreck
Sosamann,"Marijuana Times Dispensary. We have top quality Cartridges like Exotic carts, Smart carts, Brass Knuckles and many others, Buy Pot, Buy Edibles, Buy Medical Marijuana, Buy THC Oils, Buy Cannabis, Buy Vapes Pen and Free delivery within USA same day and 48 hours delivery in other countries worldwide. Text and Whatsapp +1(774) 326 4462 WICKR: baronmeds Website: www . marijuanatimesdispensary . com",5,trainwreck
franklinsv,"Hi,i supply wholesale and  also retail best quality stuff like weed, carts, CBD, wax, shroom, etc....i do delivery and also ship depending on destinations.shipping is done discreetly, 100% safe and secured (can be trusted), for more info get in touch with me via the ID below.  wicker/ carlzola93 snapchat/ carlzola93 kik/ carlzola93    i will be happy to read from  read from you",5,trainwreck
Forbiddenfruit95,hi yo hmu on my kik or SC goodwhite95 for bud discreet shipping in the whole US n worldwide ,5,trainwreck
Jungleboyss,"sup fam, iâ€™m a supplier of A1 quality stuff like bud, carts, wax, shroom etc.shipping is discreetly done and _Ÿ’¯ secured, hmu through. Snapchat... ...kaliscanabis  Wicker...... ..kaliscanabis  Kik...... kalicanabis",5,trainwreck
Weedplug57,"Hey _Ÿ‘‹..stoners I'm Mike , I supply wholesale and equally retail top quality weeds, cartridges, vape pens, Edibles, Shroom, thc syrup, cbd oil, Concentrates #Shatter, #waxes, #resin, #terp, #sugar,......xannax and lot more at good prices..if you need a good plug _Ÿ”Œ HMU   1) Snapchat _Ÿ‘» _Ÿ‘‰ mike_canabis27 2) Wickr me // _Ÿ‘‰ mikecanabis  3) Kik               _Ÿ‘‰ mike_canabis27   Together we make this world _ŸŒ_ a better place for all stoners ..hope I hear from you  as well ! â›_ï¸èâ›_ï¸è",5,trainwreck
carts976,"Yo stoners We are legit suppliers of TKO extracts carts, Brass knuckles, king pens, Exotic carts, supreme carts, dank carts and equally grade A medical marijuana both sativa and indica, raw distillate, edibles, shroom, shatter wax, ......we discreetly ship with package double vacuum sealed and delivered in the form of a toy like a birthday gift.....refundable policy _Ÿ’¯_Ÿ’¯%... _Ÿ—¨snapchat: tskunk20  _Ÿ—¨text +1(404)507-6231 _Ÿ—¨wickr me: terrskunk",5,trainwreck
localconnect,Top shelf medical marijuana indoor. We deliver discreetly....  douwnload wickr from app store or playstore for discreet chat add me up with user name  Wickr...medicalcare   BLUE DREAM  BUBBA KUSH MASTER KUSH  LEMMON HAZ WHITE WIDOW GREEN CRACK  SOUR DIESEL GIRL SCOUT COOKIES SOUR DIESEL   GRAND DADDY   OG KHUSH  DARK ANJA  RED MAJIC  MANGO KHUSH  BANANA KHUSH  PURPLE HAZE  MOONROCKS ORANGE KHUSH  Shipping also available discreetly to all states   TOP SHELF only  .... douwnload wickr from app store or playstore for discreet chat add me up with user name wickr...medicalcare,5,trainwreck
jacobarandawg,pretty good,4,trainwreck
binkies3,Very lifted &amp; upbeat! Made my mind very creative (always want to be writing stuff_Ÿ˜‚),4,trainwreck
shumz420,"hated the name of this strain - just so stupid...but must admit it's pretty good in terms of yield, taste/smell and overall high.  Good daytime strain for some needed energy and euphoria if you're a bit tired or sloppy.   Nothing special about this one but it's also a good strain to have in the rotation for a change of pace vs. your typical sativa dominant strains like jack herer or sour D.. solid 3/5",3,trainwreck
BRGPhotography,"currently growing it, grows fast, yields are pretty good. smokes smooth and gives a very subtle high but enough to keep you going and just enough to know youre having a great time. definitely would recommend",5,trainwreck
Tommyg1023,Strong and relaxing ,5,trainwreck
mmillican48,I love this strain. It is perfect ratios  and it is Great on pain and shaking. I have arthritis really bad so I take medications in the morning and I shake. And Iâ€™m nauseated. So Trainwreck helps me a lot. One toke in the morning does the job and it doesnâ€™t mess with my brain. I just love it. Perfect !!!!_Ÿ˜„ ,5,trainwreck
maktown,"Unfortunately, I have to give this strain two thumbs down. I didn't feel a damn thing after smoking this. I'm hoping that this is an isolated incident and I got a bad batch from my local dispensary â€“â€“ Canopi on Blue Diamond Rd., here in Las Vegas Nevada â€“â€“ I have ran into this situation with certain strains though. Perhaps these stains have no 'chemistry' with MY body chemistry. Louis the XIII and Head Cheese are some other strains that don't really do anything for me and I've smoked these strains multiple times from multiple growers/sellers. I did think it was odd that the bud was very dry straight out the package and the THC% level was only 9%. Oh well, better luck next time.",1,trainwreck
ogsourcookies,excellent hybrid lemon terps so delicious,5,trainwreck
Msnidy,Put me out.,2,trainwreck
sometypeofgay,"Makes me smile like crazy, laugh at things and be happy. I get really focused on whatever I'm doing. It even helps me sleep around bedtime.",4,trainwreck
Tommy66612,Definitely my go to during the days. Never disappointed.,5,trainwreck
Bombpussy,One of my all time favorite strains,5,trainwreck
thenewfieguy,i could not stop laughing. this strain doesin't hold back. the name says it all,5,trainwreck
Kambrau,Excellent!!,5,trainwreck
SebadohGPB,The first time I smoked this strain was about a year and a half ago. I was sitting in my room with a few shirts over my lamp so my room was dark and comfortable. I went outside and pulled some gravity bongs with a big Arizona gallon jug and a bucket inside of the abandoned house across from me. I was laying in my bed enjoying her effects and relaxing to the sound of my favorite band... Sebadoh. I saw small faint outlines of color lining the boards in my ceiling and I was starting to feel paranoid. I took this strain camping with my family and I was walking around the long road that stretched across the campsite. I was walking down a gravel road and it looked as if everything was a video game. I felt happy and tired but at the same time I felt like I was up for an adventure.  This strain is very nostalgic for me and I would smoke t again. But not all the time. Just enough to enjoy the bright colors on my SNES or to go for a walk and feel like Iâ€™m living a video game.,4,trainwreck
JimmyBangout,This wasnt the head squeezing wreck i thought it would be but the train did get me to where i wanted to go... smoked a generous fins and im off cool and satisfied,4,trainwreck
kinkysquirrel,helps with my serious depression and when my pain gets crazy bad,5,trainwreck
dante69,"Pega duro, te mantiene activao",5,trainwreck
Hillbilly39,"Trainwreck is one of the strongest strains I smoked, the head change is the strongest I got from any strain, I can taste a hint of coffee or chocolate in Trainwreck, it's a nice train, it made me giggly and happy.",5,trainwreck
musicrespons,"Holy-holy-holy.  I've only vaped this twice (Platinum Vapes based out of CA), but I think I have a new winner.  I seem to have a preference of the face/head/body buzz of sativas and sativa leaning hybrids and damn, this is good stuff.    Comes on strong and fast, makes for an excellent strain to just get lost in yourself and your music.   Has the potential to be excellent for sex too.  I'm looking forward to getting ahold of the Ultimate Trainwreck and Jillybean for that experience as well, but this strain is at the top, just slightly above Jack Herer as a monumental experience.",5,trainwreck
AsianSethRogan,The high didnâ€™t really last that long and it took too long to feel anything. Itâ€™s also really bad about making you sleepy. ,3,trainwreck
Makpilk,"Would not recommend, my boyfriend smoked this strain and randomly got really fucking great at pool and kicked my ass ",5,trainwreck
Likebotting,Honestly the high isnâ€™t that good bought 1/8 of this and every time I smoked it I had a headache after wouldnâ€™t recommend this strain.,1,trainwreck
MDCXCII,"pretty good, quite harsh on the throat though ",4,trainwreck
OmarM12,I love It! One of my top favorite strains now!,5,trainwreck
nalomo,Trainwreck will wreck your shit - especially the concentrate. It doesn't take much. One rip and 5 minutes later I'm flying high. It's calming and relaxing - a great hybrid. Recommend!,5,trainwreck
felsandric16,"I feel this strain is quite uplifting. Took almost a .25 dab of rosin, the taste is amazing. Itâ€™s like I am floating in space. ",5,trainwreck
Broodje_wiet,i'm out of words,5,trainwreck
Sagacity56,Enjoyed the flavor and effects. Down side is the heart racing anxiety i got from it. Wasn't a fun feeling but did eventually subside.,3,trainwreck
cristiadu7,"Energetic high, pretty good, nothing too crazy. It got me a little bit paranoid that someone was watching me, lol, but other than that it was cool.",5,trainwreck
HonoluluPunchHybrid,Train wreck what can I say... I LOVE IT!!! Acquired some at NELSONS LEDGES and itâ€™s great for a fest atmosphere to me.,5,trainwreck
Valentina_M,This disabled me,5,trainwreck
Stoned_Helpless,100% would recommend to anyone! *2-21-19* ,5,trainwreck
Gibblez3426,"One bowl of this gorgeous bud gave me instant euphoria and happiness, itâ€™s a great day time strain! Especially for social event!",5,trainwreck
ItalRasta905,Love this strain!,5,trainwreck
BluntSmoke427,"a few rips out the bong with this baby...oh yeah, you'll feel it.",5,trainwreck
Ritaferro,"hi, I am an amateur grower and am experimenting with this strain. Anyone know much water it requires? how often should I water it",5,trainwreck
Romelo50Cal,"This is a thinking kinda strain,pleasant smell &amp; tasty",5,trainwreck
Bia31Star,My Favorite on First experiment of different types.  Mellow and Light...,5,trainwreck
nate.bowers66,"Great strain, very energetic and euphoric, great strain to smoke with a group of friends ",4,trainwreck
Sr20122s,Tastes fantastic.  Energetic.  Too many hits put me on my ass one time. ,4,trainwreck
AgentReed,Light and fun head high.,5,trainwreck
Lee2792,One of the best strains I've ever smoked in my life! ,5,trainwreck
Kiiski,"A good high, a lot like a thirty years ago high.  A very happy high.  Not a harsh hit at all.",4,trainwreck
bigguy45,Itâ€™s pretty Awesome!!! I had a bad pain in my shoulder less then five minutes after trying train wreck pain is gone great strain highly recommended ,5,trainwreck
Shashcfc09,Beautiful Strain with amazing euphoric feeling. Highly recommend!,5,trainwreck
opana72,Smooth intellectual buzz,4,trainwreck
Grantkilday,"This strain is probably one of my favorite, but the only thing I don't like is the MAAAAD cotton mouth I get after. I don't know if it's just me or it's the strain, but I had it bad. otherwise, it's really nice and tastes great. ",3,trainwreck
shelbikate,"Another one of my TOP 3 FAVORITE STRAINS. This is not a strain for beginners. This bud makes all of your senses heighten like your hearing and sight. Might feel like a subtle acid trip &amp; could lead to paranoia if prone to it. However, it makes everything more intense &amp; brightens your surroundings. Keeps you alert. Great if you like to work out after smoking. ",5,trainwreck
DocBravo,"Ok, I'm a relatively new smoker, so take that into consideration when reading this post... It's probably not a good idea to smoke anything named after a catastrophe for the 2nd strain you've ever tried (That was my bad). I tried trainwreck twice. The first time it donkey kicked me in the chest, singed my torso follicles, riddled me with famine,  and put me to bed... all in the span of 15 mins!  (...4 hours later) I awoke with a full head buzz and a desire to consume things that have been in my pantry since I moved in 3 years ago.  After the first &quot;Train Ride&quot; I figured it was safe to give it another go about a week later (This was Saturday)... I wouldn't feel safe for the next 2 days... The buzz this time was IMMEDIATE! I barely had time to put away my water pipe, before the &quot;Train left the Station&quot; ....destination: THE SUNKEN PLACE! That's the only way to really describe the next 3 hours. Straight out of the Movie &quot;Get Out&quot;, I proceeded to get nauseous, and retract into my own body (minus the tea stirring spoon). It was as if time stood still. Seconds felt like minutes, minutes like hours! I could see my life happening in front of me, but I was simply a spectator.  Everything I wanted to do took extreme effort and concentration. After riding in the car with my Wifey, we came home after about 45 (which felt like 45 hours), and I laid down for about 2 hours. Though I felt a little better, the nausea was still noticeable,  but I was able to eat.  I woke up Sunday a little sluggish, with nausea, but still a little better.  What really suprised me was I still felt high on Monday, 2 days later!  Lesson Learned: Don't expect something called &quot;TrainWreck&quot; to feature Thomas the Tank Engine... be prepared for Ozzie Osborne's &quot;Crazy Train!&quot; ",1,trainwreck
Kimberley,"The first time I tried this, it really hit me...hard. I am glad I was smart enough to take a hit...wait, another hit...wait &amp; so on. At about four hits I stopped. In retrospect, I should have stopped at two. Never the less,  I felt confused...yet creative, I made the most inspired floral arrangement. Then I made the mistake of sitting down. I felt as if I had melded together with the sofa. I think I did because, I had 3 hrs. to get everything in order &amp; get ready to go out for the evening. The next time I looked at the clock I only had an hour left to get everything done! Had it not been such an important evening, I would have been content to stay conjoined to the couch.  This strain could go either way depending on your mood...creative &amp; energetic or a complete crash &amp; burn or should I say burn &amp; crash?  A little goes a looong way. The only real negative that I have for this strain is that with an extended repeat use of Trainwreck, I tend to feel more edgy &amp; the potential threat of a panic attack feels as if it is looming in the wings. This strain I like to reserve for pain or insomnia. It isn't one of my favorites as it doesn't give me that warm, lovey, comforting feeling that I like. Instead, it is intense, jarring in an almost shocking manner &amp; and then you are left laid to waste.",3,trainwreck
daveopeo1,"hey _Ÿ‘‹..stoners I'm Dave  , I supply wholesale and equally retail top quality weeds, cartridges, vape pens, Edibles, Shroom, thc syrup, cbd oil, Concentrates #Shatter, #waxes, #resin, #terp, #sugar,......xannax and lot more at good prices..if you need a good plug _Ÿ”Œ HMU   _Ÿ˜€.....whatsapp ,call or text only........+1-651-560-9033  _Ÿ˜€..wickr I'd.....weed35  Together we make this world _ŸŒ_ a better pla...&quot;",5,trainwreck
COmemes,"_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ we do sell top shelf marijuana buds and carts at wholesale prices with a safe and guaranteed local and international shipping contact us via the following means  wickr: skunkmemes telegram: cbdisolate text/whatsapp: +1(424)256-8604  Durban poison green crack Jack herer granddaddy purple acdc blue dream cheese blue cheese northern lights master kush gorilla glue tangie og fire og   stiiizy, Mario, danks...",5,trainwreck
delivery420,"Looking for consistent east coast/Mid coast. I carry a large selection of Indoor products at different price ranges. (Contact me for an updated menu). I carry products all year round so consistency is assured. I have been in the industry for awhile now so please donâ€™t try to ask for consignment; only cash before shipment. If you want to start off small and work your way up to build a business foundation; I will work with as low as an Oz (I have a small selection on zips). Serious Inquires Only!  Contact me at ?(845) 391-0160   Now serving clone, please ask for menu update.",5,trainwreck
LAnorm,"_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ_ŸçÅ we do sell top shelf marijuana buds and carts at wholesale prices with a safe and guaranteed local and international shipping contact us via the following means  wickr: package text/whatsapp: +1(240)-233-6746  Durban poison green crack Jack herer granddaddy purple acdc blue dream cheese blue cheese northern lights master kush gorilla glue tangie og fire og   stiiizy, Mario, danks...",5,trainwreck
Asswiper3000,My ass itches lowkey . But it's a great weed .,4,trainwreck
vie.russell,Not a fan of earthy taste in general ,4,trainwreck
Dragonlady76,This has absolutely no effect on me.  I might as well be smoking a cigarette.  ,1,trainwreck
Diamonddallaspage19,Another very exceptional strain this strain does hit you like literal train wreck this strain is good for anytime and anyone,4,trainwreck
Crookedstick,"Absolutely loved train wreck. Live the story about it, love the flavors , love the high from it. Best way I can describe is a head high that leaves your body energized almost but a very manageable buzz that I truly enjoyed. I will definitely be keeping some of this on hand all the time.",4,trainwreck
Mattydayjay420,Trainwreck most definitely stick up to its name and rep. I'm not fimliar with this strain in my childhood. With this being my first experience with TW I can advice to smoke with caution and prepare yourself for a mind blowing mind high with potent sativa dominant it can leave you in a creative and productive day. Prefer to smoke in daytime.,4,trainwreck
haiku_well,Crash into heaven  /   With all feeling and no thought  /   Like in the 80s.,5,trainwreck
ALFONZO3,"This is one of my favorite strains. I love the euphoric, sensual feeling that come along with this strain. It has such a mature well balanced high, I just slow vape the goodness and I am never dissatisfied.",5,trainwreck
gtothep13,"Despite the name, Trainwreck is a very nice strain to smoke and surprisingly smooth as you pull/draw from papers. Has a pretty relaxed effect and feels more like a head then body buzz. Nice buds, smells nice, and definitely worth its reputation. ",5,trainwreck
LendoBaggins420,"Classic strain(Alpha-Pinene) with a beautiful earthy piney aroma giving it a Alpha-Pinene and Mycerene teprene property with  very great memory retention and not to couch lock but a very relaxing high,got me feeling a real deep sense of gratitude and meaning of life its all about enjoying the gift of today...&quot;The Present&quot;. ",5,trainwreck
SmokingEveryday,This strain has smaller buds but still _Ÿ”¥,3,trainwreck
Kanaka88,Fnreedndeerfuutrtrrd was r rtf terrace dcdf rfc rtvtgtgtofteff,1,trainwreck
Masariya,"Recommended to me, a first timer. Holy hell does this really hit you like a train. Good effects, but too strong for me to take for a regular basis. Bad dry eye, big con for me. I already have a dry eye problem.  Would not recommend for a first timer trying to find the right one for micro dosing,",4,trainwreck
aWildTotodile,"Donâ€™t smoke unless you literally want to become a train wreck. Idk why, but this made me cough like a mother f**ker so much that I started sweating bullets also, like a mother f**ker, and almost puked at one point.... but you know what. I was higher than a mother f**ker after it passed_Ÿ˜‚",3,trainwreck
NostromoG,Bummer! I really wanted to like this strain. Instead my head floated off my body and I argued about dragons.,2,trainwreck
donpasha76,Bad!!!,2,trainwreck
,Ak (AK-47) Reviews,,
someguy2448,"Walked on the streets for over 2 hours while listening to music. Very uplifting out of body experience. You also start to get very creative. Your mind is overflowing with ideas. You can also feel the wind very nicely. Wind makes you tingly. Everything seems like a dream or footage of a music video.  Can make you a little dizzy sometimes. Makes you very relaxed to the point you would easily sleep. You FEEL the music. Music is heaven with this strain, especially 90s rock or any music you listened to as a kid. ",4,ak-47
blorgish,"This AK-47 is gorgeously coated in golden trichomes. Nicely dense buds and broad leaved. Grinds out to become very puffy to reveal the density. Smoking out of a normal 1 perk bong with ice. Had a minimal breakfast and have been awake for 2 hours and I am smoking about 0.35g. Toke 1: Very nice earthy taste, slow developing cerebral euphoria with a slight feeling of eye pressure.  Toke 2: Hits hard but only reverberates minor coughs. Lungs feel fine. Heightened cerebral high. Toke 3 and 4 back-to-back: delivers a huge cherried hit and a minor cough. Already a sense of the intensely developing cerebral stoned euphoria.  Toke 5: Bowl simmers to a left-over small one hit before it's cached. continuing effects from earlier.  Last Half-Hit: Ash pulled through. no hit  :(  Now, the high. Music gives a body sense high. Overwhelming happiness in the music, laughing and smiling from ear to ear. Urge to dance or your body feels uncomfortable. I feel each thing that touches my body including hair falling on forehead in different places.   I'm going to get more food now definitely want to sit down and relax and smile.  Making food now, but I won't waste your time with my jibber jabber.",5,ak-47
MZ_PHD_in_420,"I have 40+ years experience growing and using cannabis, a masters degree in agri/horticulture from MSU and will break each review down as follows from my own personal experience with seeds or clones obtained directly from the original breeders, in this case Serious Seeds: - Use; Sativa effects, happy, euphoric, relaxed, great for depression, anxiety, stress, motivation and daytime use.  It is a very nice strain with mostly sativa type effects, happy, euphoric, relaxed yet not to the point of making you unmotivated. If anything, it actually motivates you and it's great for daytime use. This is a perfect strain for depression, anxiety, stress, motivation and creativity. The buds are nice and dense and have a very nice fruity smell and taste with a very smooth smoke. Grow; Indoors: She can be finished in 7-8 weeks. - Outdoors: It's an excellent and a great choice if you live in a cooler area where plants need to finish earlier and you still want something with strong sativa effects. At 42*N latitude she started flowering the last week of July and was ready around the third week of September, contrary to Leafly's estimate. - Very easy to grow both indoors and out. Plants have a distinct sativa leaf that is very narrow and grow in the typical pine tree look. The best thing about this strain is it's sativa dominance in effect and look, yet it has the Afghan gene that will make her finish very fast for a sativa, with very little stretching once flowering is induced. Has a high leaf to bud ratio in volume but not by weight as there are a lot of leaves to trim but most are very small and narrow. Strain seemed very stable with little variation between phenotypes. Very similar to my AK-48 review except AK-47 will finish even sooner but is a little less aromatic.",4,ak-47
kindeling,"Fresh. i vaped it in the bath, it made me shit myself. litterally.",5,ak-47
Doublepinkeye,"A deep toke from the Timeless vape, another long day in the books. A familiar feeling begins crawling up your back. It settles in just at the back of your head. What is this feeling you ask? It's a small gang of figurative Somali pirates lurking within this strain...they have an agenda, to steal all of your stress and anxiety away. Once they put the AK-47 in your face, you know they're in control.  The vapor whispers into your ear as you exhale &quot;I'm the Captain now.&quot; Take a puff and let your troubles be stolen from you. This strain will wage war on your worries, enjoy! ",5,ak-47
tibmasr97,My eyelids and i feel like we are wearing sweaters.,3,ak-47
Wolven,&quot;Oh blyat'&quot; -Less than fifteen seconds after passing the joint. Only went up from there.,5,ak-47
justbaked42o,"AK-47 is probably my most favourite strain... probably. This is the bud you smoke when you need to convert your friends to stonerism. It gives you an unforgettable high with all the right features, euphoria, giggles, laziness, munchies, and some pain relief too. I urge ALL novice smokers and first-timers to try this strain, it will turn you into a stoner for life. Extremely peaceful high - quite the opposite of its name.",4,ak-47
devilsdynasty,this lasted a really long time and i felt like i was out of reality and i ended up getting hit in the face with a football when i was playing football. it was pretty fucking good.    -Tyler,4,ak-47
mermaidbythec,"AK47 is definitely a memorable strain.  I recall the first time I received my package from Delta after having read many reviews here.  It did not disappoint, very good at reducing nausea while at the same time very energetic with an uplifted mood, not euphoric by any means but felt good.  At times I felt I was prone to chatter quickly but could have been in my mind.  As long as it's available I would have it around as part of my daytime mix.  A very small downside for me is the after taste of a diesel, chemical or sour bitter taste, when vaping.  It does smooth out after a tug or two.",5,ak-47
hi2,"Relaxing and mood elevating.  I've only tried it late afternoon and feel it's perfect for that time of day.  Instead of moving around , it's fun to stay in one place and focus on any sitting activity.  Guess it makes me physically lazy and mentally stimulated.  You can definitely get into anything you feel like focusing on.  Oh, although I probably wouldn't want to do my taxes right now....  Could  be a bit frustrating.  This strain is more for creativity than number crunching.",4,ak-47
ethantus,"I have fibromyalgia, chronic myofascial pain, and chronic fatigue. After smoking, I had the pleasure of not feeling my legs in constantly burning pain since I got sick in 1998! Definitely putting this on my list of go-to's for relief.",5,ak-47
Chill_Panda,"If you have bad problems with your anxiety and asthma I highly recommend ak-47 for pms as well. I find it takes my mind off my emotions and allows me to laugh and be happy again definitely one for relaxing and getting back into who you are free, happy, and full of life again. Killed my major mood disorders and massive depression.",4,ak-47
DankNunuFresh,"My birthday was yesterday and my best friend gave me a free 8th of this strain and let me tell you.... I was so high. My back felt so good, my warm vibration feeling was off the hook and my birthday was 10x better because of it. I highly recommended it :) - date 06-08-2016",5,ak-47
Pistol097,"This strain will have you laughing and wanting to listen to some tunes! The strain itself looks and smells amazing! This is still after 8 year veteran smoker, this is one of the top strains in potency out there! I can't count on fifty hands how many strains I've inhaled, but this always makes me feel like a noob smoker cause it's so unique of a high that it will take you back to the first couple times you have smoked!! The good ol' days! ",5,ak-47
wiseoldman,"Only blue dream gets me to feel the perfect euphoria and anti-anxitey and depression efects anymore. But at least ak-47 does make me fell normal again, and it is the only reason i give it a 9, if i havent smoked any strains for over 2 weeks ak-47 well give me an immediate rush after i exhale, it is in my opionion extremely short and i have to smoke it for the rest of the week just to not go in to the horrible depression of my life but i consisder it the best anti depressant by far, if youve been smoking a lot more than normal people i will warn you, this strain will stop getting you high but you will feel so much more happier about everything its worth it.",4,ak-47
akamaru,"I love ak-47 but don't plan on being productive if you smoke this. This is one of the &quot;stereotypical&quot; college stoner strains. Get ready to stink up the place, kick back, lose track of time, and chill with your friends. Your mind will go places, with or without your body. Perfect for watching movies or listening to music. Knocks you out if you need a good night's sleep.",3,ak-47
doobwalker,"AK-47.   The name conjures images of Rambo mowing down redneck republicans while screaming &quot;they drew first blood, sarge!&quot; Fortunately, while AK-47 certainly has the power of its namesake, you won't be experiencing Sly Stallone dripping sweat all over you.    A good balanced hybrid, I would judge this about an even 50/50 between the sativa and indica effects.   The head space is good- mellow, pleasant but motivated.  The body effects are just enough to be there- killing your pain, but not your motivations.  Taste is actually rather complex- skunk and floral notes compete with a curious earthiness at the back of your throat while a sweet sensation covers your tongue as the thick smoke curls and expands.  Speaking of that smoke... this is a cougher.  After repeated use, I noticed a pronounced harshness/menthol feeling at the back of the throat.  Maybe this was because I had shatter than flower... but it was unpleasant enough that a beverage is a required accessory when medicating.  Didn't stop me though, and I even went back for a second batch.  That says something.  Not stellar, but a very good everyday &quot;go-to&quot; that does what it should.  All in all, a very pleasant and well balanced hybrid that effectively riddles your pain and stress with a barrage of semi-automatic bullets... without leaving you bleeding out in the dirt from a sucking chest wound.  Form:  Concentrate (HYH Society Shatter) Tokes/Hits to effect: 3 to 4 Taste: Skunk/Flower/Earth/Menthol Cough Level:  Well, I only need one lung anyway... Final Verdict:  Recommended.",4,ak-47
jack123,"Great bud.... Very indica heavy. I smoked about 2.5g with a friend (we both use it for pain, so we usually smoke together). After smoking you feel dizzy, but that goes away in like 2 minutes. After that you feel like you are wearing a very tight hat. Your temples feel like they have something pushing on them. It feels pretty nice. This goes away after 10-15 minutes. Most of my peak period was spent eating and drinking because I had some dry mouth and hunger. This isn't a very social strain. Its a nice strain for burning by yourself to some music. Manages pain and stress very well. I would give this a 7 because its strong for a while, but about 60 minutes after smoking it totally goes away leaving you with a &quot;hung over&quot; feeling. This carried on for hours and kinda sucked. I would reccomend rolling joints with 2/3 of this, and 1/3 sativa dominant strain (see blue dream, green crack, etc). This takes some of the laziness and hang over away. Without this sativa its very easy to crash because this is GREAT for insomnia. Congrats to anyone who has made it to the end of this..... I'm pretty stoned on this stuff right now, so this has kind of rambled. Hope everyone finds this helpful.   -Cheers  ",3,ak-47
mattny,"I found ak mentally engaging and uplifting while sedating on the body, a nice toe tingler. Great combo for daytime relief of stress and depression, moderate pain relief and appetite stimulant. Can put me in a creative headspace in the proper setting. This herb can really pull the veil down and open your third eye which some might not be ready to experience. Pleasurable mentally and physically on Chakra centers in the body, spiritually enlightening herb _Ÿ_—",4,ak-47
spacejunkOG,"This is the strain I smoke when I've been smoking all day and have built up a massive tolerance, because it can bring me back and kick my ass unlike any other strain.  Every batch from every grower will have different THC content but there's something about this stuff that seems so STRONG, I guess that's why they named it what they did.  Buzz:  Quick euphoric up high for a bit then a pretty pronounced crash very characteristic of skunk strains.  Smell:  f**in craaaazy.  The pungency and spiciness of trainwreck with a bit more fruitiness (similar genetics to Trainwreck, a mishmash of worldwide landraces).  Just sour and pungent and nasty but in the best possible way. I always keep this one around.",5,ak-47
Mikeal,"This strain had me practically giddy....for sure it's the reason I went on a house-cleaning spree!! Take note, this is NOT a strain for those intending to be put to sleep...this is work/activity weed. Try it, I doubt if you'll be disappointed!",5,ak-47
curlysgod,"This is my review of AK47, a Sativa dominant hybrid.  The effects are Euphoric, happy relaxed, focused and UPLIFTED!  I tried this at night time, lol.  I do not recommend it for sleep.  This gives you a heady high that keeps you alert and reduces fatigue allowing for me to perform my daily tasks with ease.  Or just sit back and write a review.  This has a sweet earthy pine flavor, and smells like fresh cut grass in the vaporizer.",5,ak-47
Bzjane7,by far one of my favorite all time strains I loved the energy behind it and the creativity state of mind it put me in. there's never a bad time to have the trigger pulled in the AK 47 as soon as you hit it welcome to a more live happy world my friend!!! ,5,ak-47
oguerra315,I love this stuff. Have the homies over and we just float and laugh at everything. Ben &amp; Jerrys + Waffles + Knocked Up/Hangover/Cheech &amp; Chong = Best Night Ever.,3,ak-47
LexaTay,Great active high! I get giggly off this strain ,5,ak-47
mstr916,Hydro grow. Flavor was very potent. Excellent  medicine.,5,ak-47
